Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews,churn,spend,tenure,frequency,order_gap_days,complaint_score,sent_slope,sent_avg,micro_risk_score,pagerank_score,churn_neighbor_ratio,degree_centrality,churn_score,risk,domain
22,Female,Single,Student,10001 to 25000,Post Graduate,5,12.985,77.5533,560010,Walk-in, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil,0,17500,4,5,10.0,3,-0.2941318184743633,-0.23495928953098486,0.27696085759412425,0.005974771738553464,0.022302152037794242,0.2257869520093285,0.1,LOW,Food
22,Female,Single,Student,No Income,Post Graduate,2,12.9119,77.6446,560102,Food delivery apps, Direct call,Lunch, Snacks,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),15 minutes,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,Very Important,Very Important,Moderately Important,Important,Very Important,Important,Very Important,Important,Yes,NIL,0,0,4,2,10.0,5,0.13479382677264867,-0.1377601408794941,0.47681284835273563,0.005929316160781296,0.5323463659299591,0.2495766633023495,5.2,LOW,Food
25,Male,Single,Student,10001 to 25000,Post Graduate,3,12.9306,77.5434,560085,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Strongly disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Yes,Moderately Important,Very Important,Very Important,Moderately Important,Very Important,Very Important,Very Important,Important,Yes,Nil,0,17500,7,3,15.0,1,0.2886916878162675,-0.49221460502600656,0.38024268959479807,0.0014638494652692536,0.40842129830169793,0.19209657101053146,0.3,LOW,Food
25,Male,Single,Student,No Income,Post Graduate,5,12.977,77.5773,560009,Food delivery apps, Walk-in,Lunch, Snacks,Veg foods (Breakfast / Lunch / Dinner), Sweets,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Strongly agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Neutral,Disagree,Agree,Maybe,Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Very Important,No,"Now days delivery ?? is improved a lot like fast delivery ,but now corna time many people are hesitating to order ",1,0,7,5,15.0,3,-0.3341842372964625,-0.255253541493461,0.44781452424088264,0.0076530674097526905,0.5487371254592974,0.13628153037901694,96.3,HIGH,Food
32,Female,Prefer not to say,House wife,No Income,Graduate,5,12.982,77.6256,560008,Food delivery apps, Web browser,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Sweets,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Yes,Weekdays (Mon-Fri),60 minutes,Agree,Agree,Strongly disagree,Agree,Neutral,Yes,Important,Important,Slightly Important,Important,Moderately Important,Important,Slightly Important,Important,Yes,I love zomato but it requires quality in deliver service. ,0,0,14,5,10.0,4,-0.3020469430887584,-0.043206675229771674,0.20149369682083038,0.003886313589305369,0.0015902806332204866,0.010125166369252635,0.4,LOW,Food
23,Female,Single,Student,No Income,Post Graduate,3,12.9438,77.5738,560004,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Agree,Agree,Disagree,Agree,Yes,Very Important,Very Important,Moderately Important,Important,Very Important,Important,Very Important,Very Important,Yes,NIL,0,0,5,3,15.0,4,-0.29734436470737186,0.4214340077514407,0.6320190919206983,0.0016656568641226467,0.379141920072163,0.21926364878407287,0.4,LOW,Food
23,Female,Single,Student,No Income,Post Graduate,4,12.8988,77.5764,560078,Walk-in, Direct call,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Neutral,Neutral,Yes,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Yes,NIL,0,0,5,4,15.0,3,0.14517783634741033,0.7883079324663935,0.3617844324245759,0.009626214874713823,0.38551546260981223,0.17647581409080185,0.3,LOW,Food
30,Male,Married,Self Employeed,More than 50000,Uneducated,4,12.9662,77.6068,560025,Food delivery apps, Web browser,Lunch, Snacks,Veg foods (Breakfast / Lunch / Dinner), Sweets,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Yes,Weekdays (Mon-Fri),More than 60 minutes,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Yes,Important,Important,Moderately Important,Important,Important,Moderately Important,Important,Important,Yes,Prefer hygienic delivery people,0,60000,12,4,10.0,5,0.17297625136103267,-0.45287260615081604,0.3070397218255142,0.006937041887643624,0.5191657784108773,0.042081521065165675,3.0,LOW,Food
23,Male,Single,Student,No Income,Graduate,3,12.9565,77.5484,560026,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Neutral,Neutral,Strongly Agree,Yes,Very Important,Very Important,Slightly Important,Very Important,Very Important,Important,Very Important,Very Important,Yes,nil,0,0,5,3,10.0,3,0.11294628049155848,0.25713098730396755,0.5521328615923314,0.005102046640713388,0.2357728197281599,0.21175486451385253,0.7,LOW,Food
23,Male,Single,Student,No Income,Post Graduate,4,12.9925,77.5633,560021,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Neutral,Strongly Agree,Yes,Important,Important,Moderately Important,Important,Very Important,Important,Important,Important,Yes,NIL,0,0,5,4,10.0,2,-0.2496529121866083,-0.3162175756630138,0.40391632394736926,0.0075938632016245905,0.03764416048043495,0.12061986447782244,0.4,LOW,Food
22,Female,Single,Student,No Income,Post Graduate,5,12.985,77.5533,560010,Walk-in, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Bakery items (snacks),Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Yes,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL,0,0,4,5,10.0,3,0.019648396920015923,0.2898788353852808,0.5388600985463478,0.005301010278117491,0.4418992246866059,0.2004912456638109,0.2,LOW,Food
22,Male,Single,Student,No Income,Graduate,5,12.985,77.5533,560010,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Agree,Agree,Disagree,Agree,Yes,Important,Important,Slightly Important,Moderately Important,Very Important,Important,Important,Important,Yes,NIL,0,0,4,5,10.0,4,-0.014994257257781536,0.04756533972490937,0.4558868667770105,0.002122491999753202,0.22046544270048488,0.14105443710926108,1.3,LOW,Food
27,Female,Married,Self Employeed,10001 to 25000,Post Graduate,2,12.9261,77.6221,560034,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,No,Very Important,Moderately Important,Important,Moderately Important,Very Important,Very Important,Important,Moderately Important,Yes,NIL,0,17500,9,2,10.0,4,0.015606579018703881,-0.6323623303390122,0.49670837894474285,0.006441218992336098,0.19674038659714568,0.24130144590763097,0.3,LOW,Food
24,Female,Single,Student,No Income,Post Graduate,3,12.977,77.5773,560009,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Disagree,Agree,Yes,Moderately Important,Very Important,Unimportant,Important,Very Important,Important,Very Important,Very Important,Yes,NIL,0,0,6,3,15.0,4,0.21142863338445694,0.47131879662739373,0.33659824202521826,0.0077224278210572496,0.4034170111671862,0.22069401249262366,0.3,LOW,Food
23,Male,Single,Student,No Income,Post Graduate,2,12.977,77.5773,560009,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Neutral,Disagree,Neutral,Disagree,Neutral,Yes,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Unimportant,Slightly Important,Slightly Important,Yes,-,0,0,5,2,10.0,3,0.017078664632404678,-0.14200028512349241,0.4164575285505955,0.007697321459499424,0.024046931806994354,0.26648291241336103,0.3,LOW,Food
23,Female,Single,Student,No Income,Graduate,3,12.982,77.6256,560008,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Agree,Neutral,Agree,Neutral,Yes,Important,Very Important,Slightly Important,Important,Very Important,Very Important,Very Important,Important,Yes,"Spillage, bad packaging and missing items ",0,0,5,3,15.0,3,0.15367406892156843,-0.11356009534942185,0.50310889452014,0.005964106611374604,0.018732870975655878,0.26604704024151904,0.3,LOW,Food
22,Female,Single,Student,10001 to 25000,Post Graduate,5,12.985,77.5533,560010,Walk-in, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,Nil,0,17500,4,5,10.0,3,-0.029726279153332567,-0.327900964515876,0.5485357506771522,0.00935642367853319,0.5849782401965424,0.01022497707475723,11.8,LOW,Food
23,Female,Single,Student,No Income,Graduate,5,13.0206,77.6479,560043,Food delivery apps, Direct call,Lunch, Snacks,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekdays (Mon-Fri),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Important,Important,Important,Important,Yes,Nil,0,0,5,5,15.0,3,0.036735819606995235,-0.16171331067502218,0.44450562360566304,0.009511413057100723,0.5224859172648212,0.18763777287591177,0.6,LOW,Food
23,Female,Single,Student,No Income,Post Graduate,2,12.977,77.5773,560009,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Maybe,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Maybe,Important,Important,Unimportant,Important,Very Important,Very Important,Very Important,Very Important,Yes,NiL,0,0,5,2,15.0,3,0.1393864677515621,0.2711561762779669,0.5392736268828853,0.008873826960427086,0.48006040389887855,0.2947446145832548,0.8,LOW,Food
24,Male,Single,Student,No Income,Post Graduate,3,12.977,77.5773,560009,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Weekend (Sat & Sun),30 minutes,Strongly Agree,Agree,Agree,Agree,Agree,Yes,Slightly Important,Important,Important,Important,Very Important,Important,Very Important,Important,Yes,No,0,0,6,3,10.0,4,-0.48714674595669993,0.02430226362543779,0.22370065693820143,0.004344792716432106,0.28976132840651775,0.016502305412475052,2.0,LOW,Food
25,Male,Single,Student,No Income,Post Graduate,2,12.9635,77.5821,560002,Walk-in, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Yes,N0,0,0,7,2,10.0,1,-0.1459013649071904,0.23146480091299243,0.3550527204442915,0.0034099306683293027,0.23316866798993385,0.2303705759842931,0.4,LOW,Food
22,Male,Single,Student,No Income,Post Graduate,3,12.9306,77.5434,560085,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Sweets,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Neutral,Neutral,Agree,Yes,Important,Important,Important,Important,Important,Important,Important,Important,Yes,Nil,0,0,4,3,15.0,2,-0.19111179628783864,0.2447687415715375,0.4292145385032826,0.00576830784474705,0.11039710078418248,0.09009981930020142,0.5,LOW,Food
28,Female,Married,Student,No Income,Graduate,2,13.0067,77.545,560086,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Yes,Very Important,Very Important,Moderately Important,Very Important,Very Important,Moderately Important,Very Important,Moderately Important,Yes,I have normally had good experiences with swiggy especially for payments and refunds,0,0,10,2,10.0,4,-0.24166335447300258,0.6282646622112668,0.26007989162818074,0.006888791913328663,0.019305091335093793,0.17212821489502977,1.1,LOW,Food
22,Female,Single,Student,No Income,Post Graduate,1,12.8845,77.6036,560076,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,Neutral,Neutral,Yes,Very Important,Important,Moderately Important,Important,Very Important,Important,Very Important,Very Important,Yes,NIL,0,0,4,1,10.0,3,-0.13254267536800513,-0.03711446034575172,0.5265352415276303,0.0024453394147158575,0.4769640862823797,0.03322431768990986,0.3,LOW,Food
24,Female,Single,Student,No Income,Graduate,3,12.977,77.5773,560009,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Bakery items (snacks),Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Yes,Weekend (Sat & Sun),60 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Slightly Important,Moderately Important,Unimportant,Slightly Important,Very Important,Very Important,Important,Very Important,Yes,NIL,0,0,6,3,10.0,5,0.39848239337031877,-0.4907431267382928,0.35177846862012496,0.006035180820494942,0.15261831077943647,0.19837413672991608,0.2,LOW,Food
31,Male,Married,Employee,More than 50000,Ph.D,5,12.9119,77.6446,560102,Walk-in, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Disagree,Agree,Agree,Maybe,Important,Important,Moderately Important,Important,Important,Important,Important,Important,Yes,NIL,0,60000,13,5,15.0,2,-0.30974933470797295,0.5268889666287933,0.6914991537644887,0.004950534277919501,0.4498336474568709,0.2573281869575192,2.5,LOW,Food
25,Male,Single,Student,No Income,Post Graduate,4,13.0067,77.545,560086,Food delivery apps, Walk-in,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Neutral,Strongly agree,Neutral,Disagree,Disagree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Very Important,Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL,0,0,7,4,10.0,2,0.24048350637744426,-0.032595268838901875,0.43599667720424407,0.0010149831536726422,0.03558944829917552,0.2268591448360184,4.1,LOW,Food
